;tipoequipamento;modelo;cidade;estabelecimento;custo_km;ml_good_or_bad;recomend_replacement;consensus_count;model_agreement;trend_detected;relationship;performance_reliability;ml_weight_score;description;action_summary;feature_context;target_feature
873;CAMINHÃO;SPRINTER;Rio Branco;A & S DERIVADO DE PETROLEO EIRELI;1.14;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-cidade-estabelecimento;modelo
874;AUTOMOVEL;LOGAN;São Luís;POSTO DE GASOLINA SECULO XXI LTDA;0.51;good;yes;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;tipoequipamento-cidade-estabelecimento;modelo
875;PICKUP LEVE;Sprinter 313 CDI;SALVADOR;AUTO POSTO MERIDIONAL LTDA;1.05;bad;yes;3;3;Consistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;tipoequipamento-cidade-estabelecimento;modelo
876;EQUIPAMENTO;S10 LS DD4;Recife;A C NORTE LTDA;0.81;good;yes;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;tipoequipamento-cidade-estabelecimento;modelo
877;VEÍCULO;STRADA;SALVADOR;POSTO SITIO NOVO COM DE COMB E LUBRIFICANTES LTDA;0.72;good;yes;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;tipoequipamento-cidade-estabelecimento;modelo
878;VEÍCULO;XRE 300/ 300 ABS;Recife;POSTO IBIZA LTDA;0.27;bad;yes;1;2;Inconsistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;tipoequipamento-cidade-estabelecimento;modelo
879;VEÍCULO;DUSTER;Recife;POSTO SANTORINI LTDA;0.81;bad;yes;1;2;Inconsistent Trend;Clear Relationship;0.33;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;tipoequipamento-cidade-estabelecimento;modelo
880;VEÍCULO;XRE 300;RECIFE;ARRAIAL COMERCIO DE COMBUSTIVEIS LTDA;0.22;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-cidade-estabelecimento;modelo
881;VEÍCULO;XRE 300;Recife;POSTO DE ABASTECIMENTO IPSEP LTDA;0.25;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-cidade-estabelecimento;modelo
882;VEÍCULO;DUSTER;Recife;POSTO IBIZA LTDA;0.83;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-cidade-estabelecimento;modelo
883;LEVE;SAVEIRO;Marabá;AUTO POSTO FOLHA 23 LTDA;0.63;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-cidade-estabelecimento;modelo
884;UTILITÁRIO;SAVEIRO;Marabá;AUTO POSTO FOLHA 23 LTDA;0.62;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-cidade-estabelecimento;modelo
885;VEÍCULO;DUSTER;Recife;OVJ DERIVADOS DE PETROLEO LTDA;0.8;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-cidade-estabelecimento;modelo
886;PICK UP;STRADA;Recife;POSTO DE ABASTECIMENTO IPSEP LTDA;0.63;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-cidade-estabelecimento;modelo
887;CAMIONETA USO MISTO;DUSTER;Abreu e Lima;AUTO POSTO DUQUE DE CAXIAS LTDA;0.59;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-cidade-estabelecimento;modelo
888;PASSEIO;ARGO DRIVE 1.0;São Luís;L S COMERCIO E SERVICOS LTDA;0.57;bad;yes;3;3;Consistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;tipoequipamento-cidade-estabelecimento;modelo
889;AUTOMOVEL;CIVIC;São Luís;L S COMERCIO E SERVICOS LTDA;0.56;bad;yes;0;1;Inconsistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;tipoequipamento-cidade-estabelecimento;modelo
890;AUTOMOVEL;CRONOS;Recife;POSTO IBIZA LTDA;0.58;bad;yes;1;2;Inconsistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;tipoequipamento-cidade-estabelecimento;modelo
891;LEVE;Gol (novo) 1.0 Mi Total Flex 8V 2p;SALVADOR;POSTO TRANSICAO LTDA;0.64;good;yes;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;tipoequipamento-cidade-estabelecimento;modelo
892;LEVE;KICKS;SALVADOR;POSTO DE GASOLINA FELICCI LTDA;0.73;bad;yes;3;3;Consistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;tipoequipamento-cidade-estabelecimento;modelo
893;LEVE;Gol (novo) 1.0 Mi Total Flex 8V 2p;SALVADOR;POSTO LG COMERCIO E SERVICO LTDA;0.55;bad;yes;1;2;Inconsistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;tipoequipamento-cidade-estabelecimento;modelo
894;PICKUP LEVE;DUSTER;SALVADOR;POSTO TRANSICAO LTDA;0.71;good;yes;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;tipoequipamento-cidade-estabelecimento;modelo
895;PICKUP LEVE;SPIN 1.8 L AT PREMIER;Salvador;POSTO DE LUBRIFICACAO BARBALHO LTDA;0.43;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-cidade-estabelecimento;modelo
896;CAMINHONETE;FIAT TORO ENDURANCE AT6;Alagoinhas;CPD ENERGETICOS E DERIVADOS DE PETROLEO LTDA;0.78;bad;yes;3;3;Consistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;tipoequipamento-cidade-estabelecimento;modelo
897;AUTOMOVEL;KA;Teixeira de Freitas;DERIVADOS DE PETROLEO GEF LTDA;0.53;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-cidade-estabelecimento;modelo
898;CAMINHONETE;STRADA;Amélia Rodrigues;POSTO ILPRES COMERCIO DE COMBUSTIVEL;0.51;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-cidade-estabelecimento;modelo
899;CAMINHONETE;HILUX;Alto Alegre do Maranhão;LIMA COMERCIAL DE COMBUSTIVEIS LTDA;0.7;bad;yes;1;2;Inconsistent Trend;Clear Relationship;0.33;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;tipoequipamento-cidade-estabelecimento;modelo
900;MOTOCICLETA;XRE 300/ 300 ABS;Rio de Janeiro;POSTO DE SERVICOS DENGOSO LTDA;0.22;good;yes;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;tipoequipamento-cidade-estabelecimento;modelo
901;MOTOCICLETA;CG 125 FAN KS;MOSSORÓ;FRANCISCO ASSIS NETO POSTO IGUANA;0.25;bad;yes;1;2;Inconsistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;tipoequipamento-cidade-estabelecimento;modelo
902;VEÍCULO;DUSTER;Jaboatão dos Guararapes;POSTO FEITOSA LUZ LTDA;0.79;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-cidade-estabelecimento;modelo
903;VEÍCULO;DUSTER;Caruaru;AUTO POSTO LUCENA LTDA;0.66;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-cidade-estabelecimento;modelo
904;VEÍCULO;FOX;Imbituba;SIM REDE DE POSTOS LTDA;0.51;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-cidade-estabelecimento;modelo
905;AUTOMÓVEL;Voyage L/LS/Plus/GLS/S/Sport/Super L.Ang;Ponta Grossa;POSTO DE COMBUSTIVEL E SERVICOS 4 PRIMOS LTDA;0.49;good;yes;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;tipoequipamento-cidade-estabelecimento;modelo
906;MOTOCICLETA;XRE 300/ 300 ABS;Rio de Janeiro;POSTO DE ABASTECIMENTO GRANDE AMOR LTDA;0.23;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-cidade-estabelecimento;modelo
907;CAMINHONETE;S10 LS;IMPERATRIZ;POSTO GOIANO LTDA;0.94;bad;yes;3;3;Consistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;tipoequipamento-cidade-estabelecimento;modelo
908;VEÍCULO;SPRINTER 415 M;Imbituba;AUTO POSTO BENEDETTA LTDA;0.79;bad;yes;1;2;Inconsistent Trend;Clear Relationship;0.33;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;tipoequipamento-cidade-estabelecimento;modelo
909;CAMINHONETE;S10 2.8 4X4;Caruaru;POSTO CEAKA MD COMBUSTÍVEIS LTDA;0.93;good;yes;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;tipoequipamento-cidade-estabelecimento;modelo
910;VEÍCULO;RANGER;CARPINA;EDU PETRO COMBUSTIVEIS LTDA;0.8;bad;yes;3;3;Consistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;tipoequipamento-cidade-estabelecimento;modelo
911;AUTOMÓVEL;S10 LS DD4;MOSSORÓ;FRANCISCO ASSIS NETO POSTO IGUANA;0.64;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-cidade-estabelecimento;modelo
912;LEVE;CRUZE HB Sport LT 1.8 16V FlexP. 5p Aut;SALVADOR;POSTO DE GASOLINA FELICCI LTDA;0.79;bad;yes;3;3;Consistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;tipoequipamento-cidade-estabelecimento;modelo
913;LEVE;Gol (novo) 1.0 Mi Total Flex 8V 4p;SALVADOR;JSM COMBUSTIVEIS LTDA;0.56;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-cidade-estabelecimento;modelo
914;VEÍCULO LEVE;POLO;Recife;Petrocal Petróleo Cavalcanti LTDA;0.34;bad;yes;3;3;Consistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;tipoequipamento-cidade-estabelecimento;modelo
915;CAMINHÃO;Sprinter 313 Furgão Curto 2.2 129cv Dies;RECIFE;SERVICAR S/A;0.92;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-cidade-estabelecimento;modelo
916;CAMIONETA USO MISTO;DUSTER;BELO JARDIM;AUTO POSTO FERREIRA COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES;0.73;good;yes;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;tipoequipamento-cidade-estabelecimento;modelo
917;PICKUP LEVE;COMPASS;SALVADOR;POSTO DE GASOLINA FELICCI LTDA;1.03;bad;yes;1;2;Inconsistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;tipoequipamento-cidade-estabelecimento;modelo
918;CAVALO;AXOR 2644 6X4;Caxias;JOSE SANTANA DE SOUSA;2.38;bad;yes;0;1;Inconsistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;tipoequipamento-cidade-estabelecimento;modelo
919;AUTOMOVEL;ONIX 1.0 MT LT;ALAGOINHAS;TORRES FILHO & CIA. LTDA;0.55;good;yes;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;tipoequipamento-cidade-estabelecimento;modelo
920;VEÍCULO;XRE 300;Timbaúba;ALBUQUERQUE PNEUS LTDA;0.21;good;yes;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;tipoequipamento-cidade-estabelecimento;modelo
921;CAMINHONETE;S10;São Luís;L S COMERCIO E SERVICOS LTDA;0.71;bad;yes;0;1;Inconsistent Trend;Clear Relationship;0.33;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;tipoequipamento-cidade-estabelecimento;modelo
922;PASSEIO;OROCH;Salgueiro;VERDEJANTE COMERCIAL LTDA;0.67;bad;yes;3;3;Consistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;tipoequipamento-cidade-estabelecimento;modelo
923;VEÍCULO UTILITÁRIO LEVE;Saveiro Robust 1.6 MSI CS Flex;Arcoverde;L C F COMBUSTIVEIS LTDA;0.58;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-cidade-estabelecimento;modelo
924;PASSEIO;KWID ZEN;Recife;PENTAGAS LTDA;0.45;bad;yes;1;2;Inconsistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;tipoequipamento-cidade-estabelecimento;modelo
925;VEÍCULO LEVE;VOYAGE;Rio Branco;AJS DERIVADOS DE PETROLEO LTDA;0.73;good;yes;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;tipoequipamento-cidade-estabelecimento;modelo
926;CAMINHONETE;L200;São Luís;L S COMERCIO E SERVICOS LTDA;0.68;bad;yes;0;1;Inconsistent Trend;Clear Relationship;0.33;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;tipoequipamento-cidade-estabelecimento;modelo
927;AUTOMÓVEL;SAVEIRO 1.6;Tucuruí;JR. COMERCIAL LTDA;0.61;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-cidade-estabelecimento;modelo
928;MOTOCICLETA;XTZ 250 LANDER;Rio de Janeiro;POSTO DE GASOLINA DAS AMERICAS LTDA;0.21;bad;yes;1;2;Inconsistent Trend;Clear Relationship;0.33;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;tipoequipamento-cidade-estabelecimento;modelo
929;VEÍCULO;FOX;Imbituba;AUTO POSTO BENEDETTA LTDA;0.43;good;yes;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;tipoequipamento-cidade-estabelecimento;modelo
930;AUTOMÓVEL;Hilux CD 4x4 2.8 Diesel;São José de Ribamar;L S COMERCIO E SERVICOS LTDA;0.65;good;yes;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;tipoequipamento-cidade-estabelecimento;modelo
931;PICKUP LEVE;STRADA;FORMOSA;3 VIAS COMERCIO DE DERIVADOS DE PETROLEO LTDA - ME;0.8;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-cidade-estabelecimento;modelo
932;CAMINHONETE;L200;São Luís;L S COMERCIO E SERVICOS LTDA;0.68;bad;yes;0;1;Inconsistent Trend;Clear Relationship;0.33;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;tipoequipamento-cidade-estabelecimento;modelo
933;CAMINHONETE;S10 LS;São Luís;C. G. DE SOUSA EIRELI;0.7;bad;yes;1;2;Inconsistent Trend;Clear Relationship;0.33;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;tipoequipamento-cidade-estabelecimento;modelo
934;AUTOMÓVEL;GOL;Bacabal;SOARES & NASCIMENTO LTDA;0.61;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-cidade-estabelecimento;modelo
935;AUTOMÓVEL;Gol Special;Cabo de Santo Agostinho;POSTO PORTAL DE SUAPE LTDA;0.65;bad;yes;3;3;Consistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;tipoequipamento-cidade-estabelecimento;modelo
936;AUTOMÓVEL;FIORINO;Aratuípe;DERIVADO DE PETROLEO ARATUIPE LTDA;0.61;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-cidade-estabelecimento;modelo
937;AMBULÂNCIA;DUCATO;São Luís;L S COMERCIO E SERVICOS LTDA;0.81;bad;yes;1;2;Inconsistent Trend;Clear Relationship;0.33;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;tipoequipamento-cidade-estabelecimento;modelo
938;AMBULÂNCIA;PALIO WEEKEND ADVENTURE;São Luís;L S COMERCIO E SERVICOS LTDA;0.81;bad;yes;1;2;Inconsistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;tipoequipamento-cidade-estabelecimento;modelo
939;CAMINHONETE;L200 TRITON;São José de Ribamar;L S COMERCIO E SERVICOS LTDA;0.82;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-cidade-estabelecimento;modelo
940;VEÍCULO;HR HDB;Vitória da Conquista;VITORIA PETRO DERIVADOS DE PETROLEO LTDA;0.81;good;yes;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;tipoequipamento-cidade-estabelecimento;modelo
941;CAMINHONETE;L200;São Luís;L S COMERCIO E SERVICOS LTDA;0.68;bad;yes;0;1;Inconsistent Trend;Clear Relationship;0.33;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;tipoequipamento-cidade-estabelecimento;modelo
942;CAMINHONETE;L200;COLINAS;GAS DO SERTAO LTDA;0.75;bad;yes;3;3;Consistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;tipoequipamento-cidade-estabelecimento;modelo
943;CAMINHONETE;HILUX;Sobral;V.C. EMPREENDIMENTOS LTDA;0.71;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-cidade-estabelecimento;modelo
944;VAN;MASTER;COLINAS;GAS DO SERTAO LTDA;0.89;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-cidade-estabelecimento;modelo
945;PICKUP LEVE;AMAROK;Recife;ALENCAR E CAVALCANTI COMBUSTIVEIS LTDA;0.57;good;yes;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;tipoequipamento-cidade-estabelecimento;modelo
946;CAMINHONETE;S10;Brasiléia;AUTO POSTO CAMILA LTDA;0.86;bad;yes;1;2;Inconsistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;tipoequipamento-cidade-estabelecimento;modelo
947;AUTOMOVEL;Frontier LE CD 4x4 2.5 TB Diesel Mec.;COLINAS;GAS DO SERTAO LTDA;0.85;bad;yes;3;3;Consistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;tipoequipamento-cidade-estabelecimento;modelo
948;VEÍCULO LEVE;PALIO;Rosário;J S NETO DERIVADOS LTDA;0.49;good;yes;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;tipoequipamento-cidade-estabelecimento;modelo
949;CAMINHONETE;L200 TRITON;Chapadinha;C. C. SOARES & CIA. LTDA;0.68;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-cidade-estabelecimento;modelo
950;CAMINHONETE;RANGER;São Luís;L S COMERCIO E SERVICOS LTDA;0.68;bad;yes;0;1;Inconsistent Trend;Clear Relationship;0.33;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;tipoequipamento-cidade-estabelecimento;modelo
951;CAMINHONETE;HILUX;SALVADOR;POSTOS MATARIPE ABASTECIMENTOS E SERVICOS LTDA;0.73;good;yes;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;tipoequipamento-cidade-estabelecimento;modelo
952;VEÍCULO;DUSTER;Floresta;PARATY AUTO POSTO LTDA;0.75;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-cidade-estabelecimento;modelo
953;UTILITARIO;RANGER;Cruzeiro do Sul;REDE COMERCIO DE PETROLEO LTDA;0.93;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-cidade-estabelecimento;modelo
954;LEVE;Corolla XEi 2.0 Flex 16V Aut.;Salvador;POSTO NOVA BRASILIA LTDA EPP;0.56;good;yes;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;tipoequipamento-cidade-estabelecimento;modelo
955;VEÍCULO;L200 TRITON;Recife;SERVICAR S/A;0.75;bad;yes;3;3;Consistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;tipoequipamento-cidade-estabelecimento;modelo
956;MICRO ONIBUS;TRANSIT;Salvador;VITORIA COMERCIO DE COMBUSTIVEIS E SERVICOS DE LAVAGEM LTDA;0.77;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-cidade-estabelecimento;modelo
957;VEÍCULO;DUSTER;Recife;OVJ DERIVADOS DE PETROLEO LTDA;0.89;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-cidade-estabelecimento;modelo
958;PICK UP;SAVEIRO;Marechal Deodoro;POSTO ECOLOGICO COMERCIO DE COMBUSTIVEIS LTDA;0.64;good;yes;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;tipoequipamento-cidade-estabelecimento;modelo
