;nota_fiscal_id;status;nome_serv;valor;consensus_count;model_agreement;trend_detected;relationship;performance_reliability;ml_weight_score;description;action_summary;feature_context;target_feature
4640;;VALIDO;Diesel S10;112.14;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4641;;VALIDO;Diesel S10;133.0;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4642;;VALIDO;Diesel S10;216.0;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4643;;VALIDO;Diesel S500;848.05;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4644;;VALIDO;Diesel S500;652.35;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4645;;VALIDO;Diesel S500;761.07;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4646;;VALIDO;Diesel S10;227.6;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4647;;VALIDO;Gasolina;290.53;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4648;;VALIDO;Gasolina;268.0;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4649;;VALIDO;Diesel S10;244.13;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4650;;VALIDO;Diesel S10;146.72;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4651;;VALIDO;Diesel S10;274.55;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4652;;VALIDO;Diesel S10;227.2;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4653;;VALIDO;Diesel S10;151.17;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4654;;VALIDO;Gasolina;201.05;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4655;;VALIDO;Gasolina;201.0;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4656;;VALIDO;Gasolina;201.0;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4657;;VALIDO;Gasolina;51.96;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4658;;VALIDO;Diesel S10;83.98;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4659;;VALIDO;Diesel S10;288.02;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4660;;VALIDO;Diesel S10;179.85;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4661;;VALIDO;Gasolina;60.43;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4662;;VALIDO;Diesel S10;248.19;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4663;;VALIDO;Gasolina;267.19;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4664;;VALIDO;Diesel S10;395.5;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4665;;VALIDO;Diesel S10;225.84;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4666;;VALIDO;Diesel S10;223.0;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4667;;VALIDO;Diesel S10;89.1;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4668;;VALIDO;Gasolina;133.85;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4669;;VALIDO;Diesel S10;113.8;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4670;;VALIDO;Gasolina;200.67;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4671;;VALIDO;Gasolina;267.56;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4672;;VALIDO;Diesel S10;254.25;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4673;;VALIDO;Diesel S10;284.0;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4674;;VALIDO;Diesel S500;869.8;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4675;;VALIDO;Diesel S10;113.6;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4676;;VALIDO;Diesel S500;869.8;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4677;;VALIDO;Gasolina;359.05;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4678;;VALIDO;Diesel S500;200.0;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4679;;VALIDO;Diesel S10;216.18;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4680;;VALIDO;Diesel S10;151.17;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4681;;VALIDO;Gasolina;169.75;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4682;;VALIDO;Gasolina;191.22;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4683;;VALIDO;Diesel S10;551.81;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4684;;VALIDO;Diesel S10;113.0;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4685;;VALIDO;Diesel S10;220.0;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4686;;VALIDO;Diesel;524.0;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4687;;VALIDO;Diesel S10;211.6;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4688;;VALIDO;Diesel S10;213.34;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4689;;VALIDO;Diesel S10;272.44;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4690;;VALIDO;Diesel S10;288.15;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4691;;VALIDO;Gasolina;300.0;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4692;;VALIDO;Diesel S10;177.74;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4693;;VALIDO;Diesel S10;407.33;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4694;;VALIDO;Gasolina;195.0;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4695;;VALIDO;Diesel;510.0;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4696;;VALIDO;Gasolina;62.8;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4697;;VALIDO;Diesel S10;143.02;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4698;;VALIDO;Diesel S10;143.61;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4699;;VALIDO;Diesel S10;252.26;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4700;;VALIDO;Diesel S10;276.41;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4701;;VALIDO;Diesel S10;259.21;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4702;;VALIDO;Diesel S10;132.11;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4703;;VALIDO;Gasolina;147.41;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4704;;VALIDO;Gasolina;193.8;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4705;;VALIDO;Gasolina;201.01;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4706;;VALIDO;Diesel S10;386.25;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4707;;VALIDO;Diesel S10;430.56;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4708;;VALIDO;Diesel S10;179.86;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4709;;VALIDO;Gasolina;201.0;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4710;;VALIDO;Gasolina;201.01;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4711;;VALIDO;Gasolina;329.31;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4712;;VALIDO;Diesel S10;169.5;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4713;;VALIDO;Diesel S10;339.83;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4714;;VALIDO;Diesel S10;161.28;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4715;;VALIDO;Diesel S10;134.4;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4716;;VALIDO;Diesel S10;181.44;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4717;;VALIDO;Diesel S10;221.53;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4718;;VALIDO;Diesel S10;90.0;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4719;;VALIDO;Diesel S10;194.02;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4720;;VALIDO;Diesel S10;320.0;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4721;;VALIDO;Diesel S10;349.62;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4722;;VALIDO;Gasolina;157.0;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4723;;VALIDO;Diesel S10;182.29;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4724;;VALIDO;Diesel S10;168.44;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4725;;VALIDO;Gasolina;66.02;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4726;;VALIDO;Diesel S10;223.96;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4727;;VALIDO;Diesel S10;223.96;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4728;;VALIDO;Diesel S10;184.79;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4729;;VALIDO;Diesel S10;390.73;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4730;;VALIDO;Gasolina;190.5;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4731;;VALIDO;Gasolina;201.0;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4732;;VALIDO;Diesel S10;490.77;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4733;;VALIDO;Gasolina;130.6;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4734;;VALIDO;Diesel S10;177.82;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4735;;VALIDO;Diesel S10;435.03;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4736;;VALIDO;Diesel S10;243.02;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4737;;VALIDO;Gasolina;169.75;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4738;;VALIDO;Diesel S10;302.35;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4739;;VALIDO;Gasolina;194.4;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4740;;VALIDO;Gasolina;43.01;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4741;;VALIDO;Diesel S10;485.1;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4742;;VALIDO;Gasolina;36.47;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4743;;VALIDO;Diesel S10;225.96;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4744;;VALIDO;Diesel S10;391.1;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4745;;VALIDO;Diesel S10;309.01;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4746;;VALIDO;Diesel S10;56.5;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4747;;VALIDO;Diesel S10;198.0;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4748;;VALIDO;Diesel S10;312.12;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4749;;VALIDO;Diesel S10;124.3;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4750;;VALIDO;Diesel S10;281.22;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4751;;VALIDO;Diesel S10;192.2;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4752;;VALIDO;Gasolina;200.67;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4753;;VALIDO;Gasolina;154.75;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4754;;VALIDO;Diesel S10;107.36;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4755;;VALIDO;Diesel S10;329.27;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4756;;VALIDO;Diesel S10;142.0;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4757;;VALIDO;Diesel S10;260.01;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4758;;VALIDO;Diesel S10;172.01;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4759;;VALIDO;Diesel S10;52.4;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4760;;VALIDO;Diesel S10;391.83;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4761;;VALIDO;Diesel S10;227.2;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4762;;VALIDO;Gasolina;201.0;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
4763;;VALIDO;Diesel S10;346.8;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
